scheduler,trials,frames,users_per_macro,include_mobility,include_orientation,include_nlos,nlos_profile,access_model,resource_control,mean_delta_used,std_delta_used,delta_switch_rate,mean_center_pool_size,mean_edge_pool_size,frac_delta_0_5,frac_delta_0_6667,frac_delta_0_8,adaptive_delta_enabled,adaptive_ofdma_enabled,adaptive_power_enabled,multi_user_ofdma_enabled,admission_control,admission_min_sinr_db,admission_min_sum_rate_retention,max_users_per_region,max_users_per_pool,max_center_users_per_pool,max_edge_users_per_pool,min_subcarriers_per_user,mean_scheduled_users_per_frame,mean_scheduled_users_per_region,mean_scheduled_users_per_active_region,max_scheduled_users_in_region_observed,fraction_active_regions_serving_1_user,fraction_active_regions_serving_2_users,fraction_active_regions_serving_3plus_users,mean_effective_subcarriers_per_scheduled_user,p5_effective_subcarriers_per_scheduled_user,max_relative_region_power_budget_error,adaptive_max_users_per_region,adaptive_min_subcarriers_per_user,mean_sinr_db,median_sinr_db,avg_rate_bpshz,p5_rate_bpshz,coverage_continuity_10db,coverage_continuity_20db,outage_probability_10db,outage_probability_20db,avg_outage_duration_frames,p95_outage_duration_frames,link_opportunity_mean_sinr_db,link_opportunity_median_sinr_db,link_opportunity_avg_rate_bpshz,link_opportunity_continuity_10db,link_opportunity_continuity_20db,link_opportunity_outage_probability_10db,link_opportunity_outage_probability_20db,link_opportunity_avg_outage_duration_20db,scheduled_link_continuity_10db,scheduled_link_continuity_20db,service_avg_rate_bpshz_all_users,beam_switching_rate,fairness_over_time,mean_served_fraction,mean_user_throughput_bpshz,p5_user_throughput_bpshz,worst_user_throughput_bpshz,avg_time_between_services_frames,mean_service_gap_frames,p95_service_gap_frames,mean_longest_service_gap_frames,p95_longest_service_gap_frames,starvation_probability_gap10,edge_served_frame_ratio,center_served_frame_ratio,edge_coverage_continuity_10db,edge_coverage_continuity_20db,edge_outage_probability_10db,edge_outage_probability_20db,center_coverage_continuity_10db,center_coverage_continuity_20db,edge_frame_fraction,time_s,experiment,case,seed,wall_time_s
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.658444444444445,1.2369206349206348,1.2390649735449735,4.0,0.8538533446102777,0.07652000279803883,0.06962665259168346,69.57577701922337,23.0,1.5419764230904954e-16,9.0,16.0,27.550575960469615,4.249686481024713,164.52502616187428,0.0,0.0732063492063492,0.031688888888888884,0.9267936507936508,0.9683111111111111,41.66153706064469,75.0,23.384047526339884,-300.0,60.4214042420916,0.12364973544973545,0.06274285714285714,0.8763502645502645,0.9372571428571429,31.8005170185265,0.3031970807860113,0.12880681422796084,33.917399970079934,0.014957099957099958,0.09287425340959816,0.20615343915343914,33.917399970079934,0.0,0.0,13.26005051795707,13.69200584048184,55.0,39.172222222222224,75.0,0.9798412698412698,0.23401202865822435,0.18175538205629355,0.11401642598911595,0.04798346142814043,0.885983574010884,0.9520165385718595,0.039632515253568104,0.019562234551500576,0.47619047619047616,1360.2386538982391,main,combined_mobility_orientation_nlos,3,1360.3213591575623
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,adaptive_ofdma_power_fixed_delta,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.376666666666667,1.1966666666666668,1.198593650793651,4.0,0.8617275629204767,0.08829214940672254,0.049980287672800806,69.97849582172702,23.0,3.0839528461809903e-16,9.0,16.0,24.59168669222544,2.966636423574534,159.76021315149092,0.0,0.06712275132275132,0.03507195767195767,0.9328772486772486,0.9649280423280423,31.29120483168045,75.0,22.42826976534068,-300.0,67.41773733566367,0.12252486772486772,0.0719915343915344,0.8774751322751323,0.9280084656084656,27.111262249976814,0.3050454354130033,0.165927767350082,31.863286956325137,0.014907764907764907,0.08743710407844348,0.19944444444444445,31.863286956325137,0.0,0.0,12.495763047157398,9.7479029494002,44.0,35.78333333333333,75.0,0.9466666666666667,0.2412175080468368,0.1673544307594788,0.11664576234515996,0.06141788523936005,0.88335423765484,0.9385821147606399,0.029710836737478864,0.016354891577090927,0.42634920634920637,2542.600337743759,main,combined_mobility_orientation_nlos,2,2542.6838533878326
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.294088888888888,1.1848698412698413,1.186843386243386,4.0,0.8601425727967034,0.10161968293132723,0.038237744271969375,71.94425481065498,24.0,1.5419764230904954e-16,9.0,16.0,25.38413659548389,1.7840703637650803,143.81674118078465,0.0,0.05526455026455026,0.024870899470899467,0.9447354497354498,0.9751291005291005,31.54839261871341,75.0,22.926006334895458,-300.0,59.72899050587515,0.11998306878306876,0.06637248677248676,0.8800169312169313,0.9336275132275133,26.320942720763725,0.27588673738030883,0.13122327020871663,28.40068654913702,0.014957099957099958,0.08480601173414058,0.19747830687830686,28.400686549137024,0.0,0.0,10.522999073568702,8.923412717089471,40.0,34.67452380952381,75.0,0.9562698412698413,0.20439539037770105,0.19289016802980347,0.08245783490453928,0.032624885461304515,0.9175421650954607,0.9673751145386955,0.034826381626488136,0.020659291634267513,0.47619047619047616,1322.1339251995087,main,combined_mobility_orientation_nlos,3,1322.217184305191
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.384177777777778,1.1977396825396824,1.1997638095238095,4.0,0.862679885280408,0.0862559060876422,0.05106420863194979,69.9143943088569,23.0,1.5419764230904954e-16,9.0,16.0,25.735141085308506,3.2194975888119126,158.7992277294886,0.0,0.06722222222222222,0.030515343915343912,0.9327777777777778,0.9694846560846561,32.903426231863236,75.0,24.346402185473753,-300.0,71.43486450764095,0.12764444444444445,0.06758412698412698,0.8723555555555556,0.932415873015873,28.091082985303025,0.30520724617653533,0.1453139667135726,31.700022768044068,0.014957099957099958,0.08531654908713104,0.1996232804232804,31.700022768044068,0.0,0.0,12.29848924512087,9.87062001644329,44.0,35.93666666666667,75.0,0.948968253968254,0.24143488492383305,0.1660447249603105,0.11293894916771659,0.04972407183661729,0.8870610508322834,0.9502759281633827,0.03144717416545113,0.016770388280679255,0.47619047619047616,1333.0084774494171,main,combined_mobility_orientation_nlos,3,1333.0897567272186
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,7.851688888888889,1.1216698412698412,1.123385185185185,4.0,0.9088937920860702,0.06499774269236394,0.02610846522156587,76.31617826030352,38.0,1.5419764230904954e-16,9.0,16.0,24.053847742886788,-300.0,79.44130389921732,0.0,0.029320634920634917,0.015012698412698408,0.970679365079365,0.9849873015873016,37.9644750795334,75.0,23.637313187533728,-300.0,64.68548300935612,0.11817989417989418,0.06536507936507936,0.8818201058201058,0.9346349206349206,19.21234664578439,0.14916044973173062,0.07654952990154267,14.851152455817386,0.015066495066495069,0.04363680698272467,0.18694497354497355,14.851152455817385,0.0,0.0,5.631848825745076,4.538772351624203,11.0,11.994047619047619,23.0,0.605,0.18416549486989747,0.18772600772429654,0.03752613821127013,0.017101708543842232,0.9624738617887298,0.9828982914561578,0.023149677025691175,0.014198863206717146,0.48158730158730156,1261.8887856006622,main,combined_mobility_orientation_nlos,4,1261.966873884201
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.664488888888888,1.237784126984127,1.2397132275132274,4.0,0.8529189213248806,0.07740339677109628,0.0696776819040231,69.0713666511072,23.0,1.5419764230904954e-16,9.0,16.0,27.6376127434741,4.458491846320913,165.4036343217283,0.0,0.07416402116402115,0.03196190476190476,0.9258359788359789,0.9680380952380953,40.88656476267096,75.0,23.68869997760074,-300.0,62.49606112454483,0.12855026455026453,0.06619470899470899,0.8714497354497355,0.933805291005291,31.208303861932382,0.31001502368836126,0.1341503078204955,34.12233218482037,0.015066495066495069,0.09327920841981528,0.20629735449735448,34.12233218482038,0.0,0.0,13.379023552443122,13.644448891233559,55.0,39.088968253968254,75.0,0.9804761904761905,0.23369240544746223,0.1826516788949942,0.11433382248816022,0.04831982414047891,0.8856661775118397,0.9516801758595211,0.04032513336649574,0.020084020961007795,0.48158730158730156,1347.1779284477234,main,combined_mobility_orientation_nlos,4,1347.2676055431366
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.294666666666666,1.1849523809523808,1.1867947089947088,4.0,0.8593729135800899,0.10258986309906083,0.03803722332084926,71.53764668059797,24.0,1.5419764230904954e-16,9.0,16.0,25.536462035401865,2.0105775414566334,145.2430878687834,0.0,0.056093121693121695,0.025150264550264548,0.9439068783068782,0.9748497354497354,31.21659720104368,75.0,23.325893515333075,-300.0,61.93027394518816,0.12483174603174604,0.0697978835978836,0.8751682539682539,0.9302021164021164,25.942657301381182,0.2816032704269914,0.1350955350127588,28.684357131165125,0.015066495066495069,0.08483705441983613,0.19749206349206347,28.684357131165125,0.0,0.0,10.246967171317223,8.885100699448174,40.0,34.49809523809524,74.0,0.954047619047619,0.20373229422848446,0.19452756190875778,0.08210099569684175,0.03223121053970904,0.9178990043031583,0.967768789460291,0.036072254414407944,0.0211977336142507,0.48158730158730156,1319.482237815857,main,combined_mobility_orientation_nlos,4,1319.5669600963593
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,adaptive_ofdma_power_fixed_delta,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.38808888888889,1.1982984126984126,1.2003225396825397,4.0,0.8627498362511367,0.08573445339675555,0.05151571035210775,69.93220015683615,23.0,3.0839528461809903e-16,9.0,16.0,24.64357902839558,2.6925830102107806,158.59215545365763,0.0,0.06681904761904761,0.0353989417989418,0.9331809523809524,0.9646010582010582,31.24093495099047,75.0,22.40311013600122,-300.0,66.6363994613427,0.12177142857142857,0.07174074074074074,0.8782285714285715,0.9282592592592592,27.083423384482387,0.30289870232464217,0.16679579067599978,31.673454691089646,0.014957099957099958,0.0861402358029248,0.19971640211640213,31.673454691089646,0.0,0.0,12.318592232421187,9.840192570424826,44.0,35.92888888888889,75.0,0.9483333333333334,0.24125201154503004,0.16624525761666747,0.11486414694085335,0.06150360813707296,0.8851358530591467,0.938496391862927,0.029265535399836694,0.01644496469317813,0.47619047619047616,2564.556092977524,main,combined_mobility_orientation_nlos,3,2564.638904809952
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.384355555555555,1.1977650793650791,1.1996222222222221,4.0,0.8620244552258262,0.08740549511340587,0.050570049660767995,69.44593104618124,23.0,1.5419764230904954e-16,9.0,16.0,25.944446438216463,3.3913039822685325,160.42572289857293,0.0,0.06823068783068782,0.031006349206349204,0.9317693121693121,0.9689936507936507,32.16929562620762,75.0,24.730136409242128,-300.0,74.2550591256884,0.13226560846560848,0.07108677248677249,0.8677343915343916,0.9289132275132275,27.59234928019111,0.31318059021551914,0.15178994587359426,32.02538811996824,0.015066495066495069,0.08534849209942473,0.1996275132275132,32.02538811996824,0.0,0.0,12.297869410372387,9.849744103973226,44.0,35.80904761904762,75.0,0.949047619047619,0.2411621399438031,0.16687637424255794,0.1129713556707318,0.049972466013629945,0.8870286443292682,0.9500275339863701,0.03244292838246643,0.017667690018030792,0.48158730158730156,1327.866848230362,main,combined_mobility_orientation_nlos,4,1327.949411392212
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,7.8372,1.1196,1.1215460317460317,4.0,0.9089960886571056,0.06606035551880943,0.02494355582408497,76.80317233479077,38.0,1.5419764230904954e-16,9.0,16.0,23.824756421248182,-300.0,78.74173727905743,0.0,0.028578835978835978,0.014555555555555549,0.9714211640211641,0.9854444444444445,38.514620124901775,75.0,23.354475275379222,-300.0,63.92720958306504,0.11514920634920633,0.06336296296296295,0.8848507936507937,0.936637037037037,19.619239720713733,0.14559901982594758,0.07474729520286999,14.693208176272119,0.015035392535392534,0.04356200459360348,0.1866,14.693208176272119,0.0,0.0,5.636261423041151,4.55714641434263,11.0,11.982698412698413,23.0,0.6003174603174604,0.18289540452523811,0.18818961107400017,0.03666753429707073,0.016449627416435107,0.9633324657029293,0.9835503725835649,0.022771522409801414,0.013957220172166001,0.44476190476190475,1267.9891035556793,main,combined_mobility_orientation_nlos,5,1268.0702366828918
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.630533333333334,1.2329333333333334,1.2351883597883597,4.0,0.8530607053137024,0.07982955448850447,0.06710974019779312,69.64435827321087,23.0,1.5419764230904954e-16,9.0,16.0,27.57663347422341,4.399970432998855,165.46687044402736,0.0,0.07307407407407407,0.03101481481481481,0.9269259259259259,0.9689851851851852,41.48654403769482,75.0,23.490837603205588,-300.0,61.552367697845725,0.12528465608465608,0.0634867724867725,0.8747153439153439,0.9365132275132275,31.649143511068196,0.30481996879187584,0.12783987840040287,34.001603355464916,0.015035392535392534,0.09332711945248932,0.2054888888888889,34.001603355464916,0.0,0.0,13.792809002404148,13.63131808278867,56.0,39.264047619047616,75.0,0.9784920634920635,0.23303724197378461,0.18327900762933955,0.11411636381380938,0.04783012925808039,0.8858836361861906,0.9521698707419196,0.039090618544857944,0.018648434106229288,0.44476190476190475,1360.8712165355682,main,combined_mobility_orientation_nlos,5,1360.9522140026093
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,adaptive_ofdma_power_fixed_delta,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.3888,1.1984,1.2002550264550267,4.0,0.8619354346429957,0.08690952329477894,0.05115504206222539,69.42781380464959,23.0,3.0839528461809903e-16,9.0,16.0,24.834579546501956,2.8818999603374307,159.87555705228135,0.0,0.06787089947089947,0.03566772486772486,0.9321291005291006,0.9643322751322752,30.546508899540775,75.0,22.793977553598456,-300.0,69.26114578396748,0.12647089947089946,0.07502645502645502,0.8735291005291006,0.924973544973545,26.48145904023267,0.30995427033343725,0.17299768120390535,31.93247792857566,0.015066495066495069,0.08622320769719244,0.19973333333333335,31.93247792857566,0.0,0.0,12.278966075546355,9.81049736657759,44.0,35.81047619047619,75.0,0.9498412698412698,0.2408377745210851,0.16724012713143224,0.1150081518894478,0.06121753610560505,0.8849918481105522,0.9387824638943949,0.030204888901007018,0.01722195167666472,0.48158730158730156,2539.6189544200897,main,combined_mobility_orientation_nlos,4,2539.7028617858887
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.269333333333334,1.1813333333333331,1.1834021164021165,4.0,0.859382453016186,0.10509746557700257,0.03552008140681146,71.93345157476082,24.0,1.5419764230904954e-16,9.0,16.0,25.344222696264097,2.026830450254332,143.9241259578651,0.0,0.05474179894179894,0.024331216931216926,0.945258201058201,0.9756687830687831,31.779099024575192,75.0,23.096964128979586,-300.0,61.02006204574766,0.12156296296296297,0.06753650793650794,0.878437037037037,0.9324634920634921,26.20993456276026,0.27451652536018223,0.12952077060481956,28.33706124414855,0.015035392535392534,0.0856262382725118,0.1968888888888889,28.33706124414855,0.0,0.0,10.717028761438796,8.87586836011508,40.0,34.74944444444444,75.0,0.9551587301587302,0.2022998285942119,0.19610163735697303,0.08164229187174428,0.032018090283127,0.9183577081282557,0.967981909716873,0.034964246966987016,0.020435667534944538,0.44476190476190475,1324.6969974040985,main,combined_mobility_orientation_nlos,5,1324.777999162674
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.357733333333334,1.1939619047619048,1.1960878306878306,4.0,0.8621617324387064,0.089566572328044,0.0482716952332496,69.93663353700366,23.0,1.5419764230904954e-16,9.0,16.0,25.81739559897031,3.2788075475047074,159.5014110604755,0.0,0.06699365079365079,0.029947089947089944,0.9330063492063492,0.9700529100529101,32.823689487252935,75.0,24.498135527594407,-300.0,73.24721432400834,0.12956507936507936,0.06856719576719578,0.8704349206349207,0.9314328042328042,27.932343234323433,0.30691908447925326,0.14465345902645327,31.73976809366281,0.015035392535392534,0.08556310704109293,0.1989936507936508,31.73976809366281,0.0,0.0,12.637514853092716,9.79516809441238,44.0,35.92650793650794,75.0,0.9496031746031746,0.240820980417779,0.168460023983637,0.11290558984263112,0.04941558491815899,0.8870944101573689,0.950584415081841,0.03175345285021683,0.01673123070275927,0.44476190476190475,1334.3976774215698,main,combined_mobility_orientation_nlos,5,1334.4791057109833
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,7.858666666666666,1.1226666666666667,1.1246878306878307,4.0,0.9083554351351867,0.06453726141184402,0.027107303452969272,76.59166949440109,24.0,1.5419764230904954e-16,9.0,16.0,23.54098092082221,-300.0,78.65511386618381,0.0,0.02941269841269841,0.01499365079365079,0.9705873015873016,0.9850063492063492,38.02880254933203,75.0,23.23781487417289,-300.0,64.18614097316858,0.11779153439153438,0.06516507936507936,0.8822084656084657,0.9348349206349207,19.23444882318361,0.14906010729987637,0.07626133669435536,14.717245750072614,0.01516623766623767,0.04368761411230478,0.18711111111111112,14.717245750072614,0.0,0.0,5.620592136202295,4.543400600913198,11.0,12.001507936507936,23.0,0.5987301587301588,0.1840534791592477,0.18805297245179492,0.03888004189897611,0.017723673786246584,0.9611199581010239,0.9822763262137534,0.02244053328407591,0.013694882100419716,0.5377777777777778,1265.099056482315,main,combined_mobility_orientation_nlos,6,1265.180361032486
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.688177777777778,1.241168253968254,1.2434920634920636,4.0,0.8519147474670381,0.07598567676035287,0.07209957577260903,69.28564486096049,23.0,1.5419764230904954e-16,9.0,16.0,27.17152564290039,4.5454942112401024,164.40596460405837,0.0,0.07457671957671956,0.03211322751322751,0.9254232804232805,0.9678867724867725,41.047121123726605,75.0,23.322233387555976,-300.0,62.00634827281416,0.12746666666666667,0.06468677248677249,0.8725333333333334,0.9353132275132275,31.207930230915895,0.30813882612941623,0.12998299968202096,34.00924400493095,0.01516623766623767,0.09408794103766664,0.20686137566137563,34.00924400493095,0.0,0.0,13.459509803005709,13.60653535445221,55.0,39.038650793650795,75.0,0.9802380952380952,0.2337682426866337,0.18245861392914195,0.11597927859719702,0.048864302124691776,0.884020721402803,0.9511356978753083,0.038707413266699055,0.01851132941695647,0.5377777777777778,1350.8364083766937,main,combined_mobility_orientation_nlos,6,1350.9222385883331
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.309511111111112,1.1870730158730158,1.1892137566137564,4.0,0.8575880732952992,0.10405337505644704,0.038358551648253796,71.92343445797052,24.0,1.5419764230904954e-16,9.0,16.0,25.074517697921625,2.216813225042336,144.35816540538042,0.0,0.05583703703703703,0.02505396825396825,0.944162962962963,0.9749460317460318,31.227087852494577,75.0,22.754026221637275,-300.0,60.77177392320195,0.12338624338624338,0.06886137566137567,0.8766137566137566,0.9311386243386244,25.670284147266468,0.27766415858180865,0.1324995802151054,28.5606137956101,0.01516623766623767,0.08619800242038919,0.19784550264550266,28.5606137956101,0.0,0.0,10.406940157624968,8.820936510891826,40.0,34.40690476190476,75.0,0.9542857142857143,0.20113828009813475,0.19644364049070134,0.08262073098074484,0.03254756452226708,0.9173792690192552,0.967452435477733,0.03461079618690814,0.020574703292616615,0.5377777777777778,1321.4472179412842,main,combined_mobility_orientation_nlos,6,1321.5284032821655
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,adaptive_ofdma_power_fixed_delta,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.3604,1.194342857142857,1.1964708994708995,4.0,0.8620090946672179,0.08953477279231724,0.04845613254046491,69.95138988565141,23.0,3.0839528461809903e-16,9.0,16.0,24.80406651313006,2.815614434514313,159.72561920266676,0.0,0.06679047619047619,0.03446560846560846,0.9332095238095238,0.9655343915343916,31.199521285689862,75.0,22.59041784425106,-300.0,68.3577702402692,0.12362857142857143,0.07228465608465608,0.8763714285714286,0.9277153439153439,27.090973702914003,0.3052218810670308,0.16468501897475976,31.794525399570837,0.015035392535392534,0.08617975815397709,0.19905714285714285,31.79452539957084,0.0,0.0,12.610015132447062,9.764067700405068,44.0,35.93142857142857,75.0,0.9475396825396826,0.24060224091767338,0.16859279899094443,0.11501162227211954,0.060078895702769086,0.8849883777278804,0.9399211042972309,0.029896898856064637,0.01648679222309274,0.44476190476190475,2559.1659722328186,main,combined_mobility_orientation_nlos,5,2559.248461008072
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.412266666666667,1.201752380952381,1.2039333333333333,4.0,0.8600240416722319,0.08722420449413905,0.05275175383362908,69.82746359813183,23.0,1.5419764230904954e-16,9.0,16.0,25.506240530906453,3.517130033755793,159.31666234930177,0.0,0.068210582010582,0.030859259259259253,0.931789417989418,0.9691407407407407,32.479980139731175,75.0,24.212736747969508,-300.0,72.50380116071638,0.13085925925925926,0.06944973544973544,0.8691407407407408,0.9305502645502646,27.432305964562016,0.3085681091837607,0.14763307362975073,31.909863050609992,0.01516623766623767,0.08659280749124777,0.20029206349206347,31.909863050609996,0.0,0.0,12.180306961474168,9.772840719523076,44.0,35.61960317460318,75.0,0.9507142857142857,0.2399144266883233,0.16870848496431914,0.11437874153930107,0.05044112548546436,0.885621258460699,0.9495588745145357,0.03128480037574044,0.01683501551380367,0.5377777777777778,1336.3460173606873,main,combined_mobility_orientation_nlos,6,1336.4295122623444
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,7.843066666666667,1.1204380952380952,1.1224772486772487,4.0,0.9081177690287044,0.06684772584163895,0.025034505129656603,76.63611172500552,38.0,1.5419764230904954e-16,9.0,16.0,23.982720573367615,-300.0,78.77145857341343,0.0,0.02873650793650793,0.014926984126984122,0.971263492063492,0.9850730158730159,38.08116179177746,75.0,23.44298273228214,-300.0,63.923078545633835,0.11585820105820105,0.06364867724867725,0.884141798941799,0.9363513227513227,19.534019161993907,0.14638463666001011,0.07619121148381319,14.709757167186979,0.015010725010725012,0.0434134438159871,0.18673968253968254,14.70975716718698,0.0,0.0,5.635677663111866,4.559472463321013,11.0,12.052698412698414,23.0,0.6032539682539683,0.18283739628099527,0.18843293796551708,0.03702694613465319,0.0173296076315326,0.9629730538653468,0.9826703923684674,0.022640827623402193,0.013788503176592547,0.45555555555555555,1269.344248533249,main,combined_mobility_orientation_nlos,7,1269.4243233203888
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,adaptive_ofdma_power_fixed_delta,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.417111111111112,1.2024444444444444,1.2046232804232804,4.0,0.8600304019029811,0.08668358488045946,0.0532860132165595,69.82412545872165,23.0,3.0839528461809903e-16,9.0,16.0,24.45438944262742,2.9984111649064693,159.53539848728508,0.0,0.06796190476190475,0.036047619047619044,0.9320380952380952,0.963952380952381,30.74886075949367,75.0,22.245642855508216,-300.0,67.64459099826297,0.12512380952380953,0.07394285714285714,0.8748761904761905,0.9260571428571429,26.418837735849056,0.30718129306832936,0.17081403389346805,31.97207560054443,0.01516623766623767,0.08729297793462858,0.2004074074074074,31.97207560054443,0.0,0.0,12.193025430512158,9.742705365086323,44.0,35.62603174603175,75.0,0.9493650793650794,0.23967957228498635,0.1688548205118519,0.1160716526355709,0.062423924802648696,0.883928347364429,0.9375760751973513,0.029187062263180498,0.016551005581084396,0.5377777777777778,2540.735385656357,main,combined_mobility_orientation_nlos,6,2540.817680120468
